3ld1_A		_0_A_4_g_3_n_2_d_0_-_7_f_18_A_11_j_5_g_0_-_14_C_19_E_0_-_0_-_0_-_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D	_9_B_5_g_3_j_1_c_3_k_3_f_5_p_1_f_8_f_8_k_6_C_2_C_0_b_5_j_5_b_1_B_2_B_4_D_10_E_5_A_0_-_1_D_3_F_0_-_7_F_2_G_2_G_2_A_4_D	0-23	5-31	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DgmDGBgjckfpffkCCbjbBBDEADFFGGAD	0.488
8jb5_A		_2_d_0_-_7_f_18_A_11_j_5_g_14_C_19_E_2_E_4_F_0_-_4_F_4_E_0_-_5_C_5_C_7_E_3_E_0_-_4_D_6_D_0_-_6_E_5_E_0_-_0_-_0_-_4_D_5_D_9_B_6_C_7_E_0_-_4_F_4_E_0_-_0_-_5_E_6_D_8_A_6_E_5_E_3_E	_6_c_2_C_8_f_1_A_0_-_0_-_12_D_2_D_8_D_2_E_4_A_2_D_2_D_1_b_6_D_2_D_8_D_2_E_11_A_4_D_2_D_18_A_9_D_2_D_5_A_3_A_4_A_10_D_2_D_4_A_2_D_2_D_12_A_4_D_2_D_8_C_5_C_9_D_2_D_30_B_2_B_10_D_2_E	3-34	143-183	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	fkomADkEmsjlBglCClkbAADHqkebckfbAelhEkbDEEcFlFblbEBCAiDDlpqBBGEnBBllbkAAgjAkBBlCCDCBBBBBAbBIjBJCCcCCDDcEFbBCEFFEeiGGFFDGIHHkgAKFIEbDADcbCDCDEEDcCfADDDEADDbDDDEADDADDAAADDADDADDCCDDBBDEBCCDDDDDDDDDEBDDCD	0.603
3wbk_B		_2_d_7_f_18_A_0_-_11_j_0_-_5_g_14_C_0_-_19_E_0_-_0_-_0_-_2_E_0_-_4_F_0_-_0_-_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_0_-_0_-_4_D_0_-_5_D_0_-_9_B_0_-_6_C_0_-_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E_5_d	_2_b_1_h_4_A_4_C_0_k_9_D_6_d_9_F_6_k_3_E_1_b_11_e_3_n_4_B_0_b_7_D_8_j_4_c_6_I_3_I_1_B_3_C_6_C_2_D_8_B_2_B_3_D_11_C_6_f_2_f_9_C_3_k_3_D_5_k_5_C_6_h_3_C_3_q_5_I_4_K_3_G_0_-_4_L_2_B_1_B_7_E_18_B_3_e	3-35	1-47	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DbhACkDdFkEbenBbDjcIIBCCDBBDCffCkDkChCqIKGLBBEBeck	0.378
6jpl_A		_14_C_19_E_2_E_4_F_0_-_4_F_4_E_0_-_0_-_5_C_5_C_7_E_3_E_4_D_0_-_0_-_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_0_-_0_-_4_F_4_E_5_E_6_D_0_-_8_A_6_E_5_E_3_E_5_d	_4_D_2_E_2_E_4_F_8_C_4_E_2_E_0_e_4_b_1_A_4_E_5_E_4_D_4_D_8_I_2_G_4_D_4_E_6_E_5_E_3_E_5_E_5_F_4_E_3_H_5_I_6_F_4_E_4_D_10_D_0_g_9_F_2_E_3_E_5_E_1_c	8-35	1-36	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	EDEEFCEEebAEEDDIGDEEEEEFEHIFEDDgFEEEcDbDFGGFFFFEDBIGHIFFEFEGGBEdGFFCDFFGFGHHGEbBBACGGGHFEGHIGE	0.622
2cdu_B		_0_A_4_g_3_n_0_-_2_d_7_f_18_A_11_j_5_g_14_C_19_E_2_E_4_F_0_-_4_F_4_E_5_C_5_C_7_E_0_-_3_E_0_-_4_D_0_-_6_D_6_E_5_E_4_D_5_D_9_B_0_-_6_C_0_-_7_E_0_-_4_F_0_-_4_E_5_E_6_D_8_A_6_E_5_E_3_E_0_-_5_d	_0_D_0_-_3_k_4_D_11_d_4_b_0_-_1_c_4_e_3_B_0_-_0_-_2_F_0_b_1_E_5_D_2_C_3_B_12_B_3_k_2_D_3_j_4_E_11_k_2_D_3_F_2_E_4_C_1_C_3_B_2_b_24_B_1_b_2_B_0_b_1_B_4_k_15_D_2_F_0_-_2_e_5_G_10_G_5_H_5_j_4_e	0-35	0-40	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DkDdbceBFbEDCBBkDjEkDFECCBbBbBbBkDFeGGHjel	0.457
7c72_A		_7_f_18_A_0_-_11_j_5_g_0_-_14_C_0_-_19_E_2_E_4_F_0_-_4_F_4_E_0_-_0_-_5_C_5_C_7_E_3_E_0_-_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_0_-_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_0_-_3_E_5_d	_0_e_5_E_2_G_0_b_0_-_2_G_2_C_11_b_5_E_2_G_5_D_6_A_10_G_6_I_6_J_9_b_1_D_3_F_5_F_10_G_2_J_4_G_2_E_6_D_7_B_18_B_5_E_4_E_4_C_6_A_4_B_2_F_6_E_5_E_14_E_0_-_5_F_16_D_13_f_4_E_8_d	4-35	0-38	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	eEGbGCbEGDAGIJbDFFGJGEDBBEECABFEEEFDfEdlDkDfbcffEiEl	0.523
3afo_A		_4_E_0_-_5_C_5_C_7_E_0_-_3_E_0_-_0_-_4_D_0_-_6_D_0_-_6_E_5_E_0_-_4_D_5_D_9_B_6_C_7_E_0_-_0_-_0_-_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E_5_d	_0_D_0_b_7_B_3_C_6_E_4_m_4_B_2_g_6_b_5_D_2_f_2_E_1_h_9_D_9_A_0_j_4_D_2_E_7_D_2_D_7_F_2_K_2_c_1_c_11_H_7_C_4_D_12_D_0_-_2_E_4_E_14_C_5_g	13-35	0-31	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DbBCEmBgbDfEhDAjDEDDFKccHCDDEECg	0.468
3b59_D		_4_E_0_-_5_C_5_C_7_E_3_E_0_-_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_0_-_4_E_5_E_6_D_8_A	_0_J_2_e_8_D_3_D_9_D_4_H_2_k_8_A_7_E_5_E_19_G_15_E_0_-_4_B_0_-_7_D_3_F_7_e_7_D_6_E_5_E_13_A	13-31	0-19	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	JeDDDHkAEEGEBDFeDEEAbc	0.627
6s6z_H		_2_d_7_f_18_A_11_j_5_g_14_C_0_-_0_-_19_E_2_E_4_F_0_-_4_F_4_E_5_C_5_C_0_-_7_E_0_-_3_E_0_-_4_D_0_-_0_-_6_D_0_-_6_E_0_-_5_E_0_-_4_D_0_-_5_D_9_B_6_C_0_-_7_E_4_F_0_-_4_E_5_E_6_D_0_-_0_-_8_A_0_-_6_E_0_-_5_E_0_-_3_E_5_d	_3_d_0_-_4_B_0_-_0_-_7_E_2_J_6_J_6_G_5_H_4_H_4_A_7_F_2_F_4_C_2_C_2_A_2_D_13_j_5_B_7_i_2_D_15_b_1_m_5_D_8_k_4_B_1_c_10_C_3_g_7_E_10_g_5_E_7_C_5_C_28_h_2_F_2_E_6_b_0_H_2_G_8_D_10_H_11_I_4_B_6_C_3_E_2_E_5_E_2_A_3_E_6_d	3-35	17-65	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	bAAABGbDbBIdEEECIdBEJJGHHAFFCCADjBiDbmDkBcCgEgECChFEbHGDHIBCEEEAEdceHHHGHGGbILebIbIBDAHHIHFF	0.421
7tbc_A		_14_C_19_E_2_E_4_F_4_F_4_E_0_-_0_-_5_C_5_C_0_-_7_E_0_-_3_E_0_-_0_-_4_D_6_D_0_-_6_E_5_E_4_D_5_D_9_B_0_-_6_C_0_-_7_E_4_F_4_E_0_-_5_E_6_D_8_A_6_E_5_E_3_E	_0_F_5_B_1_B_4_B_2_B_5_D_5_c_6_b_4_A_6_C_4_K_2_K_11_b_5_C_3_b_7_f_7_D_8_C_7_K_2_D_1_C_2_C_4_D_6_B_1_i_3_A_5_f_3_D_0_-_2_D_1_c_0_C_2_C_1_B_8_D_8_E_8_F	8-34	0-35	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	FBBBBDcbACKKbCbfDCKDCCDBiAfDDcCCBDEF	0.461
7znl_F		_11_j_5_g_14_C_19_E_2_E_0_-_0_-_4_F_4_F_4_E_5_C_0_-_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_0_-_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_j_0_-_6_B_5_D_4_E_0_c_6_b_4_C_7_C_3_D_4_D_0_c_9_A_12_F_4_E_4_D_5_D_6_C_9_C_3_E_4_F_15_B_6_E_3_D_4_E_5_E_3_E_3_E_4_E_5_E_11_D_3_D_7_D	6-34	0-31	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	jBDEcbCCDDcAFEDDCCEFBEDEEEEEEDDD	0.686
3zx1_A		_14_C_19_E_2_E_0_-_4_F_4_F_0_-_4_E_0_-_0_-_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_0_-_0_-_0_-_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E_5_d	_7_D_3_G_8_B_5_b_12_F_6_E_6_e_4_E_9_I_12_e_5_C_2_A_2_D_2_F_6_D_3_F_2_H_2_B_4_F_4_F_16_H_20_H_7_b_2_h_2_B_11_C_4_F_5_D_4_G_2_C_5_A_1_C_4_E_5_F_2_d	8-35	3-37	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	bKEDGBbFEeEIeCADFDFHBFFHHbhBCFDGCACEFdG	0.578
4qaw_B		_2_d_7_f_18_A_11_j_0_-_5_g_14_C_19_E_0_-_2_E_0_-_4_F_0_-_0_-_0_-_4_F_0_-_0_-_4_E_0_-_5_C_0_-_5_C_7_E_3_E_4_D_6_D_0_-_0_-_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_2_c_4_g_10_E_3_l_3_E_4_b_0_E_2_E_1_n_6_B_15_i_8_F_4_b_1_c_2_c_4_E_4_b_3_e_4_E_17_j_5_E_15_i_7_D_7_G_2_G_5_G_5_F_6_A_3_A_4_E_3_G_13_C_4_C_1_C_10_C_6_G_4_I_5_F_2_H_0_-_0_-_9_H_3_G_6_H	3-34	2-43	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	JDcgElEbEEnBiFbccEbeEjEiDGGGFAAEGCCCCGIFHHGH	0.439
3pe7_A		_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_0_-_6_D_0_-_0_-_6_E_5_E_4_D_0_-_5_D_9_B_0_-_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_0_-_5_E_3_E_5_d	_0_B_3_C_6_C_7_A_14_E_6_E_4_C_12_A_5_E_3_E_5_E_4_H_5_G_0_b_6_i_3_F_5_F_3_F_2_H_10_D_6_A_7_G_6_F_5_E_6_F_2_E_5_E_7_E_0_-_4_F_19_A_5_E_6_E_2_d	8-35	0-32	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	BCCAEECAEEEHGbiFFFHDAGFEFEEEFAEEd	0.637
7okq_J		_7_f_18_A_11_j_5_g_14_C_19_E_2_E_4_F_4_F_4_E_5_C_5_C_7_E_3_E_4_D_6_D_6_E_0_-_5_E_4_D_5_D_9_B_6_C_7_E_4_F_0_-_0_-_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_0_h_0_-_2_b_5_g_4_E_8_F_5_E_3_E_5_E_5_E_5_E_6_D_6_D_4_C_6_E_2_E_4_E_14_A_5_C_2_C_5_C_10_A_5_C_2_C_5_C_1_b_5_A_5_F_3_H_4_E_0_-_4_E_6_F_10_G	4-34	0-31	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	hbgEFEEEEEDDCEEEACCCACCCbAFHEEFG	0.690
8dgq_B		_2_E_0_-_4_F_4_F_4_E_5_C_5_C_0_-_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_0_-_9_B_0_-_6_C_7_E_4_F_4_E_5_E	_1_D_1_j_4_F_5_F_5_H_2_C_2_B_2_g_13_A_0_-_10_D_0_-_19_F_4_E_5_D_0_-_0_b_0_B_19_i_6_D_7_E_4_G_5_B_2_B	10-29	1-21	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	bDjFFHCBgADFEDbBiDEGBBi	0.626
6pfz_D		_0_A_4_g_3_n_2_d_7_f_18_A_11_j_5_g_14_C_19_E_2_E_4_F_4_F_4_E_5_C_0_-_5_C_0_-_7_E_0_-_3_E_4_D_6_D_6_E_5_E_4_D_0_-_5_D_9_B_6_C_0_-_7_E_4_F_0_-_4_E_0_-_5_E_6_D_0_-_0_-_0_-_8_A_6_E_0_-_0_-_5_E_0_-_3_E_5_d	_4_E_8_g_0_-_6_d_0_-_0_-_0_-_6_g_2_C_1_F_4_E_2_E_2_C_3_B_12_A_4_j_4_D_3_j_4_E_11_k_2_D_3_C_6_B_3_B_3_C_3_B_2_d_23_B_6_B_5_A_4_l_13_D_2_F_2_e_4_D_2_A_10_H_4_H_4_j_4_c_16_k_5_A_8_C_12_B_2_c_12_C_4_k_4_C_2_c	0-35	2-46	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DkEgdgCFEECBAjDjEkDCBBCBdBBAlDFeDAHHjckACBcCkCc	0.455
5fks_A		_2_d_7_f_18_A_11_j_5_g_14_C_19_E_2_E_4_F_0_-_4_F_0_-_0_-_4_E_0_-_5_C_5_C_0_-_7_E_3_E_4_D_6_D_6_E_5_E_4_D_0_-_5_D_9_B_0_-_0_-_6_C_7_E_4_F_0_-_4_E_5_E_6_D_8_A_0_-_0_-_6_E_0_-_5_E_3_E	_0_b_0_-_1_C_0_-_9_c_1_E_7_D_12_D_7_C_17_B_7_C_6_C_7_A_26_E_1_b_9_D_6_C_7_A_8_G_4_F_12_D_4_C_13_F_7_E_8_C_7_A_1_B_5_B_1_B_5_c_21_C_2_G_4_C_2_e_3_D_8_E_7_D_6_A_17_G_2_I_4_E_7_A_8_F_6_E	3-34	4-45	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DCCDbCcEDDCBCCAEbDCAGFDCFECABBBcCGCeDEDAGIEAFECBCDDCCEEAGGFABCF	0.533
3afg_B		_7_f_18_A_11_j_5_g_14_C_19_E_0_-_2_E_4_F_4_F_4_E_0_-_0_-_5_C_5_C_0_-_0_-_7_E_3_E_4_D_0_-_6_D_6_E_5_E_4_D_5_D_9_B_6_C_0_-_0_-_0_-_0_-_0_-_7_E_4_F_4_E_5_E_6_D_8_A_6_E_0_-_5_E_3_E	_0_g_6_G_2_k_0_-_3_D_5_F_0_f_10_E_2_C_23_E_13_E_13_i_3_b_11_E_6_B_0_k_1_c_1_E_0_-_1_A_9_j_3_D_0_-_20_E_23_C_3_C_8_C_2_C_2_m_5_j_5_b_12_d_1_b_1_H_4_H_3_G_5_F_5_D_0_-_7_E_4_J_2_H_2_B	4-34	0-38	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	gGkDFfECEEibEBkcEAjDECCCCmjbdbHHGFDEJHB	0.447
4pk1_A		_2_d_7_f_18_A_11_j_5_g_14_C_19_E_2_E_0_-_4_F_4_F_4_E_0_-_5_C_5_C_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_0_-_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_5_E_3_E	_6_d_0_-_0_-_9_l_0_-_7_G_7_G_5_F_17_m_7_G_4_G_18_E_16_A_2_D_5_D_5_D_7_G_2_E_3_E_5_E_16_C_3_D_6_E_5_A_7_A_3_C_5_E_4_F_5_E_3_E_5_C_5_B_15_D_5_D_5_D	3-34	1-32	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	FdlGGFmGGEADDDGEEECDEAACEFEECBDDDBEDEBEE	0.704
6qp7_A		_2_d_7_f_18_A_11_j_5_g_14_C_19_E_2_E_0_-_4_F_0_-_4_F_4_E_5_C_5_C_0_-_7_E_0_-_0_-_3_E_4_D_0_-_0_-_6_D_6_E_5_E_0_-_4_D_5_D_0_-_0_-_0_-_9_B_6_C_0_-_7_E_4_F_0_-_4_E_5_E_6_D_0_-_0_-_8_A_6_E_0_-_5_E_3_E_5_d	_3_b_0_-_6_B_0_-_4_h_11_G_4_E_6_E_7_b_20_D_4_b_2_F_7_D_2_B_4_C_2_A_12_G_2_H_1_b_6_H_17_D_2_A_5_A_2_E_7_F_7_G_0_h_2_C_6_C_1_b_12_b_2_h_2_A_12_C_3_J_4_I_3_I_2_J_8_D_4_D_4_D_3_c_3_c_5_C_4_C_17_b_2_F_4_E_4_b	3-35	6-52	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CBDbFEbBhGEEbDbFDBCAGHbHDAAEFGhCCbbhACJIIJDDDccCCbFEbFCBBbFJ	0.439
5m11_A		_14_C_19_E_2_E_4_F_0_-_0_-_4_F_4_E_5_C_5_C_0_-_0_-_7_E_3_E_4_D_0_-_6_D_6_E_0_-_0_-_0_-_0_-_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_0_-_6_E_5_E_3_E_5_d	_0_C_5_E_3_E_2_C_9_B_1_b_6_F_4_E_4_C_5_C_1_c_8_F_2_E_2_E_4_E_5_E_4_E_2_E_7_b_1_B_5_b_0_F_2_E_3_E_6_D_5_C_4_C_4_D_3_D_6_B_6_D_5_D_7_A_14_D_2_D_13_D_4_D_0_g	8-35	0-37	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	CEECBbFECCcFEEEEEEbBbFEEDCCDDBDDADDDDgEKEHDDDFFDDEDDbBAAFECDGEEBCDEBGG	0.601
5xeq_B		_2_E_4_F_4_F_4_E_5_C_5_C_0_-_7_E_3_E_4_D_6_D_6_E_5_E_4_D_5_D_9_B_6_C_7_E_4_F_4_E_5_E_6_D_8_A_6_E_0_-_5_E_3_E	_0_D_11_D_4_G_5_E_12_C_0_-_4_b_2_F_6_I_5_D_0_-_12_E_7_E_12_C_8_E_0_-_9_F_9_E_8_C_4_C_5_H_5_B_0_-_17_C_4_b_1_G_6_H	10-34	0-22	AgndfAjgCEEFFECCEEDDEEDDBCEFEEDAEEEd	DDGECbFIDEECEFECCHBCbGH	0.629
