6oq5_E		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G	_5_E_10_E_5_F_16_C_5_E_4_b_1_E_8_E	0-7	2-9	DEECDbFGbGFhHbFCbIC	BAEEFCEbEE	0.861
8e0q_B		_0_D_4_E_8_E_0_-_7_C_0_-_4_D_2_b_7_F_0_-_4_G_1_b_0_-_0_-_7_G_2_F_2_h_0_H_4_b_1_F_3_C_0_-_0_-_1_b_5_I_12_C	_2_E_3_E_4_G_7_H_10_C_3_D_5_D_19_c_6_E_3_E_3_E_6_b_6_A_10_C_3_D_4_E_2_j_10_D_0_-_6_D_12_B_2_c_2_A_3_b_14_G_6_F	0-18	3-27	DEECDbFGbGFhHbFCbIC	HkdEEGHCDDcEEEbACDEjDDBcAbGFFFEdBBAIbIgmgglhflhbfcBdBkbmjghgkqbjojepwblbobccbdhbficlkkABnfdkgAAkjcgeCljDBDk	0.498
6jpl_A		_0_D_4_E_8_E_7_C_0_-_4_D_2_b_0_-_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_9_F_2_E_3_E_5_E_1_c_3_D_0_b_1_D_4_F_6_G_0_-_8_G_2_F_0_-_7_F_0_-_5_F_7_F_0_-_2_E_4_D	0-18	32-48	DEECDbFGbGFhHbFCbIC	EDEEFCEEebAEEDDIGDEEEEEFEHIFEDDgFEEEcDbDFGGFFFFEDBIGHIFFEFEGGBEdGFFCDFFGFGHHGEbBBACGGGHFEGHIGE	0.635
7z3q_F		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_0_-_0_-_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_0_D_6_D_5_G_15_B_1_B_0_-_5_D_8_H_2_C_3_B_1_c_6_G_4_F_0_-_8_H_0_-_7_D_6_D_0_-_7_H_13_A	0-18	0-16	DEECDbFGbGFhHbFCbIC	DDGBBDHCBcGFHDDHA	0.581
5hh7_A		_0_D_4_E_8_E_7_C_0_-_4_D_2_b_0_-_0_-_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_0_C_1_C_2_C_3_C_23_B_6_B_0_b_15_d_4_e_4_J_5_H_1_b_14_I_0_-_0_b_0_G_1_f_6_B_2_C_0_-_0_-_4_C	0-18	0-18	DEECDbFGbGFhHbFCbIC	CCCCBBbdeJHbIbGfBCC	0.531
4xfv_A		_0_D_4_E_8_E_0_-_7_C_4_D_2_b_7_F_0_-_4_G_1_b_7_G_2_F_2_h_0_H_0_-_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_5_E_5_E_4_E_5_F_8_B_4_D_0_-_4_F_6_G_5_G_0_-_4_G_4_F_0_-_6_H_6_G_6_F_4_F_9_C_0_-_7_G_7_E_6_D	0-18	5-23	DEECDbFGbGFhHbFCbIC	GBDDEEEEFBDFGGGFHGFFCGEDEFEEAEDFHGEDicDEEDCDEFEEGHEFFFIFG	0.601
4zoy_A		_0_D_4_E_0_-_8_E_7_C_4_D_2_b_0_-_7_F_4_G_1_b_0_-_0_-_7_G_0_-_0_-_2_F_2_h_0_H_4_b_1_F_3_C_0_-_1_b_0_-_5_I_12_C	_8_E_4_E_4_F_6_E_5_E_4_D_3_c_9_D_12_E_5_E_0_b_1_D_8_D_6_E_5_E_4_D_5_E_0_-_8_E_6_b_3_E_4_D_10_D_5_b_3_D_6_E_4_D	0-18	11-36	DEECDbFGbGFhHbFCbIC	BEFFbBEEFGEEEFEEDcDEEbDDEEDEEbEDDbDED	0.493
6l6r_B		_0_D_4_E_8_E_7_C_0_-_0_-_4_D_2_b_7_F_4_G_1_b_7_G_0_-_0_-_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_6_F_4_E_4_E_6_C_9_C_4_C_8_D_0_-_6_C_6_F_0_b_1_E_4_E_7_B_6_E_0_-_3_E_0_-_4_E_5_D_0_-_5_G_11_d_3_B	0-18	35-54	DEECDbFGbGFhHbFCbIC	DDCFEEDCEECGFECFEECFEECCbbCCFDCFECCFEECCCDCFbEEBEEEDGdBBAA	0.561
5dgh_A		_0_D_4_E_8_E_7_C_4_D_0_-_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_7_C_11_B_3_C_2_C_2_D_8_B_2_b_0_-_3_G_0_-_2_E_10_D_0_-_6_G_0_-_4_F_18_A_4_k_3_H_2_H	0-18	11-26	DEECDbFGbGFhHbFCbIC	EciDebCjAdiCBCCDBbGEDGFAkHHn	0.530
8hmd_A		_0_D_0_-_4_E_8_E_7_C_0_-_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_3_D_7_C_4_E_11_D_3_D_10_A_4_E_1_b_1_E_0_-_0_b_0_E_4_F_0_-_4_E_0_-_15_F_0_-_0_-_3_G_4_B_4_C	0-18	13-29	DEECDbFGbGFhHbFCbIC	HDDDEFGEDDCEDDCEDDAEbEbEFEFGBCDDFEFFDEDEEDCCCDDDCCCAEEDigkikihhh	0.583
8oe4_D		_0_D_4_E_8_E_0_-_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_0_-_2_h_0_H_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_9_D_5_B_3_H_2_A_3_D_11_C_0_-_3_F_5_H_0_-_8_G_6_F_6_I_5_b_1_I_2_c_3_H_2_F_2_c_4_I_5_E_5_D	0-18	20-39	DEECDbFGbGFhHbFCbIC	GGGFDbHBBEFGGBHBCGbGDBHADCFHGFIbIcHFcIEDIC	0.618
7o9o_A		_0_D_4_E_0_-_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_0_-_4_b_1_F_3_C_1_b_5_I_12_C	_2_D_10_F_2_C_2_F_9_C_3_C_0_-_2_F_12_D_0_-_5_C_2_D_0_-_2_D_2_C_0_-_1_F_1_C_0_-_7_E_3_C	0-18	7-22	DEECDbFGbGFhHbFCbIC	JBKBDFCDFCFCCFDCDDCFCECCAADEEDbEbE	0.508
7lyv_L		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_0_-_2_F_0_-_2_h_0_H_4_b_1_F_0_-_3_C_1_b_5_I_0_-_12_C	_0_C_2_D_4_F_8_D_6_D_0_-_5_E_2_E_4_b_1_F_2_A_3_E_6_D_3_d_2_J_0_-_4_E_2_A_4_D_0_-_9_I_0_e_2_F	0-18	0-19	DEECDbFGbGFhHbFCbIC	CDFDDEEbFAEDdJEADIeFE	0.595
8deo_B		_0_D_0_-_4_E_8_E_7_C_4_D_0_-_2_b_7_F_0_-_4_G_1_b_7_G_2_F_2_h_0_-_0_H_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_0_B_2_b_0_D_1_C_10_C_10_E_9_G_0_-_11_F_3_f_12_E_7_d_8_H_4_D_4_c_0_B_18_G_0_-_4_E_2_E_0_c_7_G_6_B_5_C	0-18	0-21	DEECDbFGbGFhHbFCbIC	BbDCCEGFfEdHDcBGEEcGBCABADDFBCEDBDCBBDJDDJCEE	0.535
6tmf_F		_0_D_4_E_8_E_0_-_7_C_4_D_2_b_7_F_0_-_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_2_D_4_F_5_E_1_c_2_C_3_C_0_-_3_E_3_D_12_D_0_-_4_E_6_C_0_-_8_G_0_-_8_D_5_D_0_b_0_-_0_D	0-18	8-23	DEECDbFGbGFhHbFCbIC	bbBbiAABDFEcCCEDDECGDDbD	0.534
4xi6_A		_0_D_4_E_8_E_7_C_4_D_2_b_0_-_0_-_7_F_0_-_0_-_4_G_0_-_1_b_7_G_0_-_2_F_2_h_0_H_0_-_4_b_0_-_1_F_0_-_3_C_0_-_1_b_0_-_5_I_12_C	_0_C_16_E_4_E_4_E_5_D_1_b_2_A_12_A_2_C_6_A_1_d_9_C_7_A_3_b_2_E_5_C_16_F_0_-_9_E_4_E_1_b_3_D_1_F_0_b_6_A_4_f_8_b_1_c_2_E_5_C	0-18	0-28	DEECDbFGbGFhHbFCbIC	CEEEDbAACAdCAbECFEEbDFbAfbcECCbCieFDDbC	0.455
4kc3_B		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_0_-_0_-_1_b_7_G_0_-_2_F_0_-_2_h_0_H_4_b_0_-_0_-_1_F_0_-_3_C_0_-_1_b_5_I_12_C	_0_C_4_C_9_D_11_C_2_C_4_b_1_G_4_J_15_B_6_B_3_b_7_C_2_A_5_C_2_C_4_b_1_I_0_-_4_J_6_G_9_F_7_E_11_D_4_G_6_b_3_E_4_F	0-18	0-25	DEECDbFGbGFhHbFCbIC	CCDCCbGJBBbCACCbIJGFEDGbEF	0.436
3gdc_C		_0_D_0_-_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_0_-_7_G_2_F_2_h_0_-_0_H_4_b_1_F_3_C_0_-_0_-_0_-_0_-_1_b_5_I	_2_C_5_M_2_G_7_D_3_G_8_A_5_b_15_F_4_E_5_e_3_F_9_I_9_C_5_c_2_C_3_G_0_-_6_E_4_D_8_B_1_D_3_F_4_E_3_c_4_G	0-17	3-26	DEECDbFGbGFhHbFCbIC	cdACMGDGAbFEeFICcCGEDBDFEcG	0.420
5gs1_F		_0_D_4_E_0_-_8_E_0_-_7_C_4_D_2_b_7_F_0_-_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_7_E_4_E_4_b_1_G_1_b_2_C_3_D_0_-_10_C_2_A_7_F_4_b_1_E_6_D_0_-_3_A_0_-_7_E_2_E_4_b_2_E_6_A_3_C	0-18	7-26	DEECDbFGbGFhHbFCbIC	DBGbFFAEEbGbCDCAFbEDAEEbEAC	0.577
8q28_A		_0_D_4_E_0_-_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_0_-_1_F_3_C_1_b_5_I_0_-_12_C	_0_C_14_C_2_A_11_D_9_E_4_E_0_-_8_B_14_G_0_-_8_F_2_D_0_-_5_A_2_b_14_B_10_D_2_E_2_b_18_G_5_B_3_C	0-18	0-18	DEECDbFGbGFhHbFCbIC	CCADEEBGFDAbBDEbGBCc	0.562
7t6f_B		_0_D_4_E_0_-_8_E_7_C_0_-_4_D_2_b_0_-_7_F_4_G_1_b_7_G_0_-_2_F_0_-_2_h_0_H_0_-_4_b_1_F_3_C_1_b	_7_D_2_C_9_h_3_B_2_B_3_A_12_A_1_c_14_A_4_H_3_G_0_-_6_G_1_n_8_F_2_E_7_f_0_-_6_n_9_b_0_D_9_C_6_b	0-16	34-54	DEECDbFGbGFhHbFCbIC	DBCjbDACGAlqcgmclDCEECbFEDmbhiBABADChBBAAcAHGGnFEfnbDCbddblhikAbHFFjDCbnAABAAcAlcjik	0.503
7ra7_B		_0_D_4_E_8_E_7_C_4_D_0_-_2_b_7_F_4_G_1_b_7_G_2_F_0_-_2_h_0_H_4_b_1_F_0_-_3_C_0_-_1_b_5_I_12_C	_0_C_2_D_4_F_7_E_6_D_3_A_0_-_7_E_2_E_4_b_1_F_17_E_6_D_3_e_1_J_0_-_3_E_2_A_4_D_9_I_0_c_4_G_2_G	0-18	0-20	DEECDbFGbGFhHbFCbIC	CDFEDAEEbFEDeJEADIcGG	0.573
7dd9_E		_0_D_4_E_8_E_7_C_4_D_2_b_0_-_7_F_0_-_4_G_1_b_0_-_7_G_2_F_2_h_0_H_4_b_0_-_0_-_1_F_3_C_1_b_5_I_0_-_0_-_12_C	_4_C_3_D_5_E_4_A_14_E_12_d_1_C_3_F_3_J_2_I_4_b_3_H_4_G_6_E_0_-_2_E_5_d_3_A_3_D_4_E_4_D_0_-_2_G_11_J_5_i_4_D	0-18	49-72	DEECDbFGbGFhHbFCbIC	ibcbGBAHcEABBFHnlkdEoBijAmBfBcDDhDlAjBcrksBbCDDCCCDEAEdCFJIbHGEEdADEDGJiDDGFFFDDGCBdC	0.491
4wjv_A		_0_D_4_E_8_E_0_-_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_0_-_4_b_1_F_3_C_1_b_0_-_0_-_0_-_5_I_12_C	_4_D_4_E_6_E_6_D_4_C_18_E_2_b_8_D_3_E_0_-_4_F_5_E_0_-_4_E_4_D_0_b_2_E_6_E_4_c_12_l_9_D_4_D_3_G_6_E	0-18	2-23	DEECDbFGbGFhHbFCbIC	EEDEEDCEbDEFEEDbEEclDDGEEDDEEDDEEE	0.565
4wjg_W		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_0_-_1_b_0_-_0_-_7_G_0_-_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_6_C_5_C_5_B_8_C_24_D_0_-_5_E_4_C_1_c_9_c_4_C_3_A_2_E_9_D_25_E_0_-_13_G_1_g_24_C_16_E_0_-_4_I_9_D	0-18	1-20	DEECDbFGbGFhHbFCbIC	BCCBCDECccCAEDEGgCEIDj	0.520
7opi_A		_0_D_4_E_0_-_8_E_7_C_4_D_2_b_7_F_0_-_0_-_4_G_0_-_0_-_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_0_-_1_b_5_I_12_C	_3_E_4_E_10_B_20_F_5_F_8_E_2_b_1_F_2_F_4_E_6_G_4_l_5_i_4_c_9_G_6_E_0_-_4_H_0_-_9_G_10_F_10_F_0_-_3_E_4_D	0-18	30-51	DEECDbFGbGFhHbFCbIC	FDDGHDDGHCDGBAHGddGHEDDCBBFHJFEEBFFEbFFEGlicGEHGFFEDFFFEEFEEEAFCDEmdBhil	0.520
7f5k_C		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_0_-_2_F_2_h_0_H_4_b_1_F_0_-_3_C_1_b_5_I	_3_D_4_F_6_F_5_F_3_D_0_-_2_E_4_E_4_b_1_G_7_A_3_E_0_-_8_E_0_-_7_E_16_A_3_B_0_-_8_F	0-17	1-16	DEECDbFGbGFhHbFCbIC	BDFFFDEEbGAEEEABF	0.572
6b0n_E		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I	_0_C_5_D_12_D_5_D_13_E_0_-_2_E_9_E_0_-_7_D_10_B_3_d_3_J_0_-_0_-_11_A_0_-_5_H	0-17	0-12	DEECDbFGbGFhHbFCbIC	CDDDEEEDBdJAHe	0.448
6xw4_D		_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_0_D_0_-_3_B_4_G_0_-_6_G_6_E_0_-_6_B_1_b_3_C_6_E_4_b_1_H_10_A_3_F	4-18	0-12	DEECDbFGbGFhHbFCbIC	DBGGEBbCEbHAF	0.559
2yev_B		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_0_-_2_h_0_H_4_b_1_F_3_C_0_-_1_b	_4_C_1_D_4_F_4_D_3_E_0_-_5_D_5_F_7_b_0_-_1_F_1_k_7_i_0_-_22_b_2_A_4_A_2_h_1_b	0-16	6-21	DEECDbFGbGFhHbFCbIC	ejhsGECDFDEDFbFkibAAhbkb	0.565
8c5v_B		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b	_1_E_4_H_2_E_5_B_6_C_0_-_3_E_2_F_0_d_12_E_4_E_0_-_1_H_3_b_7_E_5_D_1_j	0-16	16-30	DEECDbFGbGFhHbFCbIC	rqBcjBBmeGGhfjBAEHEBCEFdEEHbEDj	0.647
3sot_F		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_0_-_1_b_7_G_2_F_0_-_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_3_D_7_F_3_G_4_C_4_D_0_-_2_F_3_E_4_D_11_b_0_E_4_A_11_A_0_-_6_C_0_-_7_F_2_E_0_-_12_E_3_E	0-18	9-25	DEECDbFGbGFhHbFCbIC	EbDAjbAbADFGCDFEDbEAACFEEE	0.533
3kmv_C		_0_D_4_E_8_E_0_-_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_0_E_5_E_2_E_4_c_1_D_8_E_0_-_5_E_2_E_4_e_2_D_7_D_0_-_5_E_0_-_2_E_0_-_3_e_0_-_2_D	0-18	0-14	DEECDbFGbGFhHbFCbIC	EEEcDEEEeDDEEeD	0.483
1hcv_A		_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_0_C_2_C_0_-_4_F_8_F_0_-_6_F_5_B_0_-_7_E_0_-_4_E_0_-_4_b_1_H_2_D	3-18	0-10	DEECDbFGbGFhHbFCbIC	CCFFFBEEbHDF	0.516
6ous_V		_0_D_4_E_8_E_7_C_4_D_0_-_2_b_7_F_4_G_1_b_7_G_2_F_0_-_2_h_0_H_4_b_1_F_0_-_3_C_0_-_1_b_5_I_12_C	_0_C_2_C_5_F_7_E_6_D_3_A_0_-_7_E_2_E_4_b_2_E_11_D_7_D_3_c_3_J_0_-_4_E_2_B_3_D_9_I_0_c_5_E_7_D	0-18	0-20	DEECDbFGbGFhHbFCbIC	CCFEDAEEbEDDcJEBDIcED	0.548
6prq_A		_0_D_0_-_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F	_16_F_1_e_2_E_2_E_9_D_10_G_0_-_6_B_2_G_1_e_2_E_2_E_0_-_9_J_0_-_2_J	0-14	1-13	DEECDbFGbGFhHbFCbIC	AFeEEDGBGeEEJJ	0.530
3auv_F		_0_D_4_E_8_E_0_-_7_C_4_D_2_b_7_F_0_-_0_-_0_-_4_G_1_b_7_G_2_F_2_h_0_-_0_H_4_b_1_F_3_C_1_b_5_I_12_C	_6_F_7_E_6_D_3_A_7_E_2_E_4_b_1_F_11_C_2_D_2_A_6_G_3_b_1_F_5_F_1_b_2_B_7_E_0_b_1_E_0_-_4_b_1_G_14_D	0-18	2-24	DEECDbFGbGFhHbFCbIC	CBFEDAEEbFCDAGbFFbBEbEbGD	0.619
5m11_A		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_0_-_0_-_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_0_-_0_-_0_-_0_-_1_b_5_I_12_C	_0_C_5_E_3_E_2_C_9_B_1_b_6_F_4_E_4_C_5_C_1_c_8_F_2_E_0_-_2_E_0_-_4_E_5_E_4_E_2_E_7_b_1_B_5_b_0_F_2_E	0-18	0-22	DEECDbFGbGFhHbFCbIC	CEECBbFECCcFEEEEEEbBbFEEDCCDDBDDADDDDgEKEHDDDFFDDEDDbBAAFECDGEEBCDEBGG	0.527
6cw1_A		_0_D_0_-_4_E_8_E_0_-_7_C_0_-_0_-_0_-_0_-_4_D_2_b_7_F_0_-_4_G_0_-_1_b_7_G_2_F_2_h_0_H_4_b_1_F_0_-_3_C_1_b_5_I_12_C	_3_E_12_G_2_E_3_E_7_B_2_C_5_b_10_J_3_A_1_f_4_C_10_b_2_B_6_B_7_H_5_F_11_b_4_F_2_F_4_D_11_G_0_-_2_E_2_E_13_B_16_c_6_G_2_B	0-18	7-33	DEECDbFGbGFhHbFCbIC	DDBIDGGEGEEBCbJAfCbBBHFbFFDGEEBcGBf	0.452
5til_G		_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_5_I_0_-_12_C	_0_C_2_D_0_-_4_F_6_F_0_-_6_F_4_C_0_-_2_E_0_-_4_E_0_-_4_b_1_G_6_A_3_E	3-18	0-11	DEECDbFGbGFhHbFCbIC	CDFFFCEEbGAE	0.510
3qqz_A		_0_D_4_E_8_E_7_C_0_-_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_3_C_1_b_0_-_5_I_12_C	_0_G_7_F_4_F_2_C_9_B_6_E_0_-_4_E_4_F_0_-_5_G_12_E_0_-_4_F_0_-_3_F_8_C_1_d_8_D_4_E_4_D	0-18	0-16	DEECDbFGbGFhHbFCbIC	GFFCBEEFGEFFCdDEDBbCDF	0.572
7js4_A		_0_D_0_-_4_E_8_E_7_C_0_-_4_D_0_-_0_-_0_-_2_b_7_F_0_-_4_G_0_-_1_b_0_-_0_-_0_-_7_G_2_F_2_h_0_H_4_b_1_F_3_C_0_-_1_b_0_-_5_I_0_-_12_C	_2_G_1_b_3_G_2_E_3_C_9_G_8_C_10_A_9_A_3_A_0_c_1_D_7_I_5_I_4_A_0_b_4_C_16_C_2_C_3_D_2_E_0_-_7_H_0_b_7_F_2_D_10_D_0_-_6_F_9_I_6_B_3_C	0-18	35-64	DEECDbFGbGFhHbFCbIC	AfFFECEEbDABmCDjmbDCChjkccbhjlffbbGGbGECGCAAAcDIIAbCCCDEHbFDDFIBCBDIJBbBADCDEGeGDAEFI	0.391
3w5g_B		_0_D_4_E_0_-_8_E_7_C_4_D_2_b_0_-_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_0_-_3_C_0_-_0_-_1_b_5_I_12_C	_2_D_3_D_7_A_9_E_7_C_12_A_5_d_5_I_13_E_3_E_0_-_2_F_7_E_0_-_5_I_10_b_4_G_5_B_5_D_2_c_5_d_6_b_7_F_8_C	0-18	30-51	DEECDbFGbGFhHbFCbIC	BBBEbiDcbiFcdnbEflCEEBkGAnCFFDDDAECAdIEEFEIbGBDcdbFCDEBCbFbH	0.576
3v52_H		_0_D_4_E_0_-_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_2_F_2_h_0_H_4_b_1_F_0_-_3_C_1_b_5_I_0_-_0_-_12_C	_3_B_5_F_4_b_1_F_5_F_6_B_1_b_3_E_4_E_4_b_1_H_2_D_0_-_3_D_0_-_8_D_10_J_4_C_0_b_5_H_2_J_0_b_6_E	0-18	1-21	DEECDbFGbGFhHbFCbIC	BBFbFFBbEEbHDDDJCbHJbEbE	0.561
6eyn_H		_0_D_4_E_8_E_7_C_4_D_2_b_7_F_4_G_1_b_7_G_0_-_2_F_0_-_2_h_0_H_0_-_4_b_1_F_3_C_0_-_1_b_5_I_0_-_12_C	_3_B_5_F_4_G_5_F_6_B_1_b_3_E_4_E_4_b_1_H_7_A_3_D_8_D_0_-_4_J_4_C_0_b_5_B_3_A_5_I_0_b_5_F_0_b_1_F	0-18	1-23	DEECDbFGbGFhHbFCbIC	BBFGFBbEEbHADDJCbBAIbFbF	0.527
