4pk1_A		_0_B_2_D_4_E_5_A_4_A_0_-_1_E_0_-_6_D_0_-_3_A_0_-_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_0_-_15_D_9_I	_16_C_3_D_6_E_5_A_7_A_3_C_5_E_4_F_5_E_3_E_5_C_5_B_15_D_5_D_5_D_11_B_2_E_3_D_0_-_6_E_10_B_2_E_4_E	0-17	18-39	BDEAAEDAEEFAEDcJDId	FdlGGFmGGEADDDGEEECDEAACEFEECBDDDBEDEBEE	0.572
8fez_B		_0_B_2_D_4_E_0_-_5_A_4_A_1_E_6_D_3_A_0_-_7_E_2_E_8_F_6_A_0_-_3_E_6_D_3_c_3_J_15_D_9_I_0_d	_0_B_15_H_4_D_6_b_8_A_3_D_7_D_8_D_6_E_14_G_6_E_4_E_13_F_7_C_3_C_1_H_5_E_4_g_8_H_5_C_0_-_9_d	0-18	0-20	BDEAAEDAEEFAEDcJDId	BHDbADDDEGEEFCCHEgHCdceAcBAAEHBDDGDCCACDDBJBcepbgBlAAjemcnfcuIJBABCEb	0.574
4u7m_A		_0_B_2_D_4_E_0_-_5_A_4_A_0_-_1_E_0_-_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_4_C_1_D_3_E_6_c_3_B_5_C_4_b_1_G_4_L_6_C_0_-_4_C_2_C_3_E_2_A_6_B_5_C_4_b_1_H_0_-_2_J	0-17	12-30	BDEAAEDAEEFAEDcJDId	DCHEAGHbGBKCCDEcBCbGLCCCEABCbHJ	0.564
7deo_A		_0_B_0_-_2_D_0_-_4_E_0_-_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_6_B_1_b_3_E_0_b_1_E_4_b_1_G_9_A_3_D_12_C_2_C_5_F_12_E_6_D_3_A_7_E_2_E_4_b_1_F_6_A_3_E	0-17	6-26	BDEAAEDAEEFAEDcJDId	DAGbFEBbEbEbGADCCFEDAEEbFAE	0.599
5fwh_A		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_0_-_3_c_3_J_0_-_15_D_9_I	_0_E_2_E_4_D_6_A_10_D_4_C_4_D_3_B_6_B_5_E_5_D_6_A_5_E_2_E_6_A_2_A_4_A_6_A_4_D_2_E	0-17	0-19	BDEAAEDAEEFAEDcJDId	EEDADCDBBEDAEEAAAADEAA	0.597
2p17_A		_0_B_2_D_0_-_4_E_5_A_4_A_0_-_1_E_6_D_3_A_7_E_2_E_0_-_0_-_8_F_0_-_6_A_0_-_3_E_0_-_6_D_3_c_3_J_15_D_9_I	_3_B_2_B_8_c_2_B_2_B_7_B_2_H_2_D_3_D_4_A_6_F_5_H_2_b_7_A_5_C_2_C_4_A_2_A_18_F_3_G_1_C_0_-_4_C_2_D_7_G	0-17	2-25	BDEAAEDAEEFAEDcJDId	AEBBcBBBHDDAFHbACCAAFGCCDGG	0.470
4cag_A		_0_B_2_D_4_E_5_A_0_-_4_A_1_E_6_D_3_A_0_-_0_-_7_E_2_E_0_-_8_F_6_A_0_-_3_E_6_D_3_c_0_-_3_J_15_D_0_-_9_I_0_d	_8_C_4_C_11_E_14_C_8_F_2_A_13_D_6_A_5_A_1_H_8_G_15_D_5_E_14_B_8_E_3_A_5_A_19_E_5_E_7_c_6_b_1_E_7_E_6_G_2_H_6_b	0-18	1-26	BDEAAEDAEEFAEDcJDId	ACCECFADAAHGDEBEAAEEcbEEGHbBCBCCDDDBCBABCEFABEDbhB	0.531
8crb_B		_0_B_2_D_0_-_4_E_5_A_4_A_1_E_0_-_6_D_3_A_7_E_0_-_2_E_8_F_6_A_3_E_0_-_6_D_3_c_3_J_15_D_9_I_0_d	_0_A_5_E_5_b_5_B_6_A_15_E_2_E_4_b_1_C_17_C_8_D_3_c_5_H_5_F_1_A_4_B_3_A_5_G_2_e_3_E_5_D_0_-_1_b	0-18	0-21	BDEAAEDAEEFAEDcJDId	AEbBAEEbCCDcHFABAGeEDb	0.536
4d6v_A		_0_B_2_D_0_-_4_E_5_A_4_A_0_-_0_-_1_E_6_D_3_A_0_-_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_0_-_9_I	_5_E_4_D_4_E_6_E_6_D_4_C_5_D_8_E_7_E_4_D_4_E_6_E_5_E_3_E_5_E_4_E_5_E_3_D_0_-_4_E_15_E_5_E_4_G	0-17	6-27	BDEAAEDAEEFAEDcJDId	GDEEFEEDEEDCDEEDEEEEEEEDEEEG	0.518
8d6a_A		_0_B_0_-_2_D_4_E_0_-_0_-_5_A_4_A_1_E_0_-_6_D_3_A_7_E_0_-_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_0_-_9_I	_3_B_5_A_4_F_7_E_2_c_3_H_6_A_11_C_8_H_13_A_13_D_8_F_13_E_7_B_6_D_4_G_10_B_14_B_6_B_0_-_9_G_9_D_5_B_10_H	0-17	7-29	BDEAAEDAEEFAEDcJDId	CABACAABAFEcHACHADFEBDGBBBGDBHAD	0.515
7o9o_A		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_0_-_2_E_0_-_8_F_6_A_0_-_3_E_6_D_3_c_3_J_15_D_0_-_9_I_0_d	_9_C_3_C_2_F_12_D_5_C_2_D_2_D_2_C_1_F_1_C_7_E_3_C_8_C_3_A_2_A_1_D_2_E_0_-_5_E_4_D_6_b_0_E_2_b	0-18	11-32	BDEAAEDAEEFAEDcJDId	JBKBDFCDFCFCCFDCDDCFCECCAADEEDbEbE	0.543
6upk_H		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_0_-_3_A_0_-_7_E_2_E_8_F_6_A_0_-_0_-_3_E_6_D_0_-_3_c_3_J_15_D_9_I_0_d	_3_A_9_C_4_C_6_B_5_E_4_D_4_D_5_h_21_C_4_C_4_C_7_C_4_C_12_A_11_A_3_B_4_F_3_D_5_C_0_-_3_G_5_K_4_I_14_e	0-18	1-23	BDEAAEDAEEFAEDcJDId	AACCBEDDhCCCCCAABFDCGKIekbBECCDGFkB	0.490
6j71_B		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_0_-_0_-_3_c_0_-_3_J_15_D_0_-_9_I_0_d	_0_B_3_C_5_F_0_-_0_-_13_E_6_D_3_A_7_E_2_E_9_E_6_B_2_D_3_C_3_B_5_G_3_b_1_F_5_G_5_B_1_b_3_E_0_b	0-18	0-20	BDEAAEDAEEFAEDcJDId	BCFEDAEEEBDCBGbFGBbEbEbGbE	0.587
6vxk_C		_0_B_2_D_4_E_5_A_0_-_4_A_0_-_1_E_0_-_0_-_0_-_6_D_3_A_0_-_7_E_2_E_8_F_0_-_0_-_0_-_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_7_C_8_D_2_D_24_B_4_B_12_A_8_A_10_G_4_J_3_J_9_b_6_C_2_A_4_A_1_H_4_G_5_F_0_i_26_h_2_D_8_B_5_E_7_E_0_-_3_E_5_D_4_E	0-17	5-30	BDEAAEDAEEFAEDcJDId	EFFDDCDDBBAAGJJbCAAHGFihDBEEEDEDF	0.427
4wjv_A		_0_B_2_D_0_-_4_E_5_A_4_A_1_E_0_-_6_D_3_A_7_E_2_E_8_F_6_A_0_-_3_E_6_D_3_c_0_-_3_J_15_D_9_I	_6_E_4_D_4_E_6_E_6_D_4_C_18_E_2_b_8_D_3_E_4_F_5_E_4_E_4_D_0_b_2_E_6_E_4_c_12_l_9_D_4_D_3_G	0-17	1-22	BDEAAEDAEEFAEDcJDId	EEDEEDCEbDEFEEDbEEclDDGEEDDEEDDEEE	0.553
1jrh_L		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_0_-_8_F_6_A_3_E_6_D_3_c_3_J_0_-_0_-_15_D	_0_C_2_C_5_F_0_-_0_-_7_E_6_D_3_A_7_E_2_E_4_b_2_E_5_A_3_D_7_B_0_-_4_E_4_A_5_A_9_C	0-16	0-16	BDEAAEDAEEFAEDcJDId	CCFEDAEEbEADBEAACB	0.627
7kzx_F		_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_0_-_3_E_6_D_3_c_3_J_15_D_0_-_0_-_9_I	_0_C_0_-_2_A_5_G_9_E_5_G_4_B_8_E_4_F_7_F_4_A_5_A_10_C_8_B_0_-_5_H_4_C_8_B_3_B_3_G	1-17	0-17	BDEAAEDAEEFAEDcJDId	CAGEGBEFFAACBHCBBGEE	0.589
4mng_F		_0_B_2_D_4_E_5_A_0_-_0_-_4_A_1_E_6_D_0_-_0_-_3_A_7_E_2_E_0_-_8_F_0_-_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_0_A_4_D_4_B_2_A_7_F_5_G_6_A_2_E_4_E_4_b_1_G_12_B_3_E_2_E_4_C_9_F_6_F_4_C_8_C_7_C_4_b_1_G_6_B_3_F	0-17	0-23	BDEAAEDAEEFAEDcJDId	ADBAFGAEEbGBEECFFCCCbGBF	0.515
3kya_A		_0_B_0_-_2_D_4_E_0_-_5_A_4_A_1_E_6_D_0_-_0_-_3_A_7_E_0_-_0_-_2_E_8_F_6_A_3_E_6_D_0_-_3_c_3_J_15_D_9_I	_2_B_1_C_3_D_9_D_2_b_1_C_5_A_4_E_28_F_2_I_1_G_5_C_8_D_16_B_5_b_0_F_13_F_5_B_6_D_4_D_1_h_8_b_4_E_7_D_5_E	0-17	5-29	BDEAAEDAEEFAEDcJDId	EAFbDBCDDbCAEFIGCDBbFFBDDhbEDECAAbGFbDFdDCD	0.491
4ztp_L		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_0_-_8_F_0_-_6_A_3_E_6_D_3_c_3_J_0_-_0_-_15_D_9_I_0_d	_0_C_2_D_4_F_0_-_0_-_7_E_6_D_3_A_7_E_2_E_4_b_1_F_1_C_2_B_6_E_6_D_3_c_3_J_3_E_2_A_4_D_9_I_0_d	0-18	0-20	BDEAAEDAEEFAEDcJDId	CDFEDAEEbFCBEDcJEADIdGGc	0.725
4izx_A		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_0_-_15_D	_0_E_5_C_6_D_0_-_5_b_1_D_4_D_0_-_5_C_8_D_5_D_0_-_7_C_5_D_0_c_5_F_4_b_1_C	0-16	0-14	BDEAAEDAEEFAEDcJDId	ECDbDDCDDCDcFbC	0.565
4mpz_A		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D	_0_C_5_C_5_C_5_D_5_D_4_E_4_D_5_C_5_C_5_C_4_C_0_-_3_E_5_D_0_-_4_C_5_C	0-16	0-14	BDEAAEDAEEFAEDcJDId	CCCDDEDCCCCEDCC	0.580
5ou7_B		_0_B_2_D_4_E_5_A_4_A_0_-_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_3_B_4_E_6_E_4_B_3_C_4_b_1_H_2_B_0_-_5_E_6_E_5_E_0_-_6_E_5_D_0_-_0_-_3_C_5_G	0-17	1-15	BDEAAEDAEEFAEDcJDId	DBEEBCbHBEEEEDCGB	0.631
1bd2_D		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_0_-_8_F_6_A_3_E_6_D_3_c_3_J_0_-_15_D_9_I_0_d	_0_A_4_D_4_F_0_-_0_-_6_F_6_F_4_C_2_E_4_E_4_b_1_G_5_B_3_E_8_D_0_-_5_D_16_A_3_C_3_G_7_c	0-18	0-17	BDEAAEDAEEFAEDcJDId	ADFFFCEEbGBEDDACGc	0.631
7js4_A		_0_B_2_D_4_E_0_-_5_A_4_A_1_E_6_D_0_-_0_-_3_A_0_-_7_E_0_-_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_0_-_0_-_0_-_9_I	_2_D_10_D_6_F_9_I_6_B_3_C_11_B_11_D_7_I_5_J_2_B_0_b_4_B_6_A_7_D_5_C_2_D_2_E_5_G_1_e_3_G_2_D_3_A_5_E_5_F_9_I	0-17	59-84	BDEAAEDAEEFAEDcJDId	AfFFECEEbDABmCDjmbDCChjkccbhjlffbbGGbGECGCAAAcDIIAbCCCDEHbFDDFIBCBDIJBbBADCDEGeGDAEFI	0.427
5vi4_E		_0_B_2_D_4_E_5_A_4_A_1_E_0_-_6_D_3_A_0_-_7_E_2_E_0_-_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_0_E_2_E_4_D_4_C_0_-_2_F_1_b_1_F_2_H_9_b_0_G_4_B_3_b_7_C_2_A_5_C_2_C_4_b_1_J_2_K_2_I	0-17	0-19	BDEAAEDAEEFAEDcJDId	EEDCFbFHbGBbCACCbJKIJFCFbFG	0.527
7z3q_F		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_0_-_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_0_D_6_D_5_G_15_B_1_B_5_D_8_H_2_C_3_B_1_c_6_G_4_F_0_-_8_H_7_D_0_-_0_-_6_D_7_H	0-17	0-15	BDEAAEDAEEFAEDcJDId	DDGBBDHCBcGFHDDHA	0.595
3pe7_A		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_0_-_0_-_0_-_3_E_6_D_0_-_3_c_3_J_15_D_0_-_9_I	_0_B_3_C_6_C_7_A_14_E_6_E_4_C_12_A_5_E_3_E_5_E_4_H_5_G_0_b_6_i_3_F_5_F_3_F_0_-_2_H_10_D_6_A_7_G	0-17	0-21	BDEAAEDAEEFAEDcJDId	BCCAEECAEEEHGbiFFFHDAGFEFEEEFAEEd	0.547
2fd6_H		_0_B_2_D_0_-_4_E_5_A_4_A_0_-_1_E_0_-_6_D_0_-_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_0_-_0_-_3_J_15_D_9_I_0_d	_3_B_5_G_3_b_1_F_6_F_5_B_1_b_3_E_0_b_1_E_4_b_1_G_5_C_3_D_8_B_6_A_4_E_4_C_0_b_5_B_3_B_2_G_1_A_9_E_0_b	0-18	1-25	BDEAAEDAEEFAEDcJDId	CBGbFFBbEbEbGCDBAECbBBGAEbE	0.445
4w2p_D		_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_0_-_0_-_15_D_9_I_0_d	_0_D_1_B_5_E_5_F_3_E_5_B_7_C_6_E_4_b_1_G_0_b_1_b_1_B_2_D_1_b	6-18	0-14	BDEAAEDAEEFAEDcJDId	DBEFEBCEbGbbBDb	0.555
4hcr_L		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_0_-_8_F_6_A_3_E_6_D_3_c_3_J_0_-_0_-_15_D_9_I_0_d	_0_C_2_C_5_F_0_-_0_-_12_E_6_D_3_A_7_E_2_E_4_b_1_F_6_A_3_D_7_D_3_d_2_J_3_F_2_A_4_D_9_I_0_c	0-18	0-19	BDEAAEDAEEFAEDcJDId	CCFEDAEEbFADDdJFADIcGE	0.761
3iy3_A		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_0_-_8_F_6_A_3_E	_0_C_2_D_4_F_4_A_2_A_1_E_6_D_3_A_7_E_2_E_4_b_1_F_6_A_3_E	0-12	0-13	BDEAAEDAEEFAEDcJDId	CDFAAEDAEEbFAE	0.878
2rq6_A		_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A	_0_E_4_F_1_C_6_C_5_D_2_E_0_-_4_E_2_D_4_D_2_A	1-11	0-9	BDEAAEDAEEFAEDcJDId	EFCCDEEDDAom	0.729
3h09_B		_0_B_2_D_0_-_4_E_0_-_5_A_4_A_1_E_6_D_0_-_3_A_0_-_7_E_2_E_0_-_0_-_8_F_0_-_6_A_3_E_6_D_0_-_3_c_0_-_0_-_3_J_15_D_9_I_0_-_0_-_0_-_0_d	_15_B_4_D_7_b_0_B_4_C_5_B_3_A_4_C_7_D_8_b_3_B_20_B_4_D_20_D_2_l_7_A_10_E_6_C_2_B_3_E_1_C_2_A_16_b_1_b_7_A_1_I_4_C_3_I_4_C_7_C_6_C_5_c	0-18	42-73	BDEAAEDAEEFAEDcJDId	AhBCbCCbBcEhAbEIAAGCADbEJcEiMECeJAJBBCDCCDBDbBCBACDbBBDDlAECBECAbbAICICCCcCBCDBCCKMbAGHDFbDD	0.406
7yd1_B		_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_0_-_8_F_6_A_3_E_6_D	_0_C_5_E_0_-_0_-_11_E_6_C_0_-_13_D_3_E_4_b_2_F_4_A_0_-_5_C	1-13	0-9	BDEAAEDAEEFAEDcJDId	CEECDEbFAC	0.612
7o9q_B		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_14_B_5_C_2_D_3_C_2_B_4_C_2_D_8_C_3_D_7_C_6_D_4_D_4_D_3_D_6_b_1_H_0_-_2_H	0-17	17-33	BDEAAEDAEEFAEDcJDId	CCBCFCCEECEECECCEBCDCBCDCDCDDDDbHH	0.692
7dd9_E		_0_B_2_D_4_E_5_A_0_-_4_A_1_E_6_D_3_A_7_E_0_-_2_E_8_F_0_-_6_A_0_-_0_-_0_-_3_E_6_D_3_c_0_-_0_-_3_J_15_D_9_I	_0_C_8_D_5_D_6_C_9_C_4_C_3_D_5_E_4_A_14_E_12_d_1_C_3_F_3_J_2_I_4_b_3_H_4_G_6_E_2_E_5_d_3_A_3_D_4_E_4_D_2_G	0-17	44-69	BDEAAEDAEEFAEDcJDId	ibcbGBAHcEABBFHnlkdEoBijAmBfBcDDhDlAjBcrksBbCDDCCCDEAEdCFJIbHGEEdADEDGJiDDGFFFDDGCBdC	0.456
3n6z_A		_0_B_0_-_2_D_4_E_5_A_4_A_1_E_6_D_3_A_0_-_7_E_0_-_2_E_0_-_8_F_6_A_3_E_6_D_3_c_3_J_15_D	_2_C_7_b_1_C_2_G_3_A_2_C_9_F_2_C_5_C_2_C_5_F_3_B_2_C_2_C_5_G_3_B_5_B_2_B_1_b_0_H_4_B	0-16	8-28	BDEAAEDAEEFAEDcJDId	dcCJAAKACbCGACFCCCFBCCGBBBbHBBBjAA	0.522
5gs2_D		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_0_-_15_D	_1_F_5_D_18_E_4_E_8_G_15_D_5_C_2_A_7_F_8_D_6_D_3_A_7_E_2_E_0_-_9_E_6_A_3_B	0-16	4-20	BDEAAEDAEEFAEDcJDId	CBFbFDEEGDCAFDDAEEEAB	0.643
6y4h_A		_4_E_5_A_4_A_1_E_6_D_3_A_0_-_7_E_2_E_8_F_6_A_3_E_6_D_3_c_3_J_15_D_9_I	_0_G_0_-_0_-_3_E_5_D_0_b_4_b_5_E_14_E_15_F_0_-_14_D_10_B_0_-_0_-_16_D_6_E	2-17	0-11	BDEAAEDAEEFAEDcJDId	GEDbbEEFDBDE	0.483
4xfv_A		_0_B_2_D_4_E_5_A_4_A_1_E_6_D_3_A_7_E_2_E_8_F_6_A_0_-_3_E_6_D_0_-_3_c_3_J_15_D_9_I	_7_E_6_D_3_E_0_-_6_F_3_E_4_E_5_A_17_E_6_D_4_F_12_H_5_G_2_E_4_D_2_i_13_c_6_D_6_E_5_E	0-17	22-40	BDEAAEDAEEFAEDcJDId	GBDDEEEEFBDFGGGFHGFFCGEDEFEEAEDFHGEDicDEEDCDEFEEGHEFFFIFG	0.626
6mtr_H		_2_D_4_E_5_A_4_A_1_E_6_D_3_A_0_-_7_E_0_-_2_E_0_-_8_F_6_A_3_E_6_D_3_c_3_J_15_D_0_-_0_-_0_-_9_I_0_d	_0_D_0_-_3_A_5_G_7_G_5_G_4_B_1_b_3_E_0_b_1_E_4_b_1_H_16_A_3_D_8_D_0_-_4_J_3_D_0_b_5_B_3_A_5_H_1_b	1-18	0-21	BDEAAEDAEEFAEDcJDId	DAGGGBbEbEbHADDJDbBAHbEbE	0.520
