4pk1_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_16_A_2_D_5_D_5_D_0_-_7_G_2_E_0_-_3_E_5_E_16_C_3_D_6_E_5_A	0-13	10-21	ABCCfGFGFFCFHA	FdlGGFmGGEADDDGEEECDEAACEFEECBDDDBEDEBEE	0.668
4bl8_B		_0_A_7_B_3_C_2_C_0_-_4_f_8_G_2_F_4_G_0_-_0_-_2_F_0_-_10_F_5_C_3_F_3_H_0_-_0_-_2_A	_1_A_2_A_2_E_2_D_12_j_12_i_0_-_3_E_2_G_3_l_9_i_4_C_1_h_4_C_3_A_2_A_3_I_5_f_7_i_4_A	0-13	8-26	ABCCfGFGFFCFHA	ClCgDhceAAEDjiEGliChCAAIfiAfjAmkkCbFFKlAEBJhibbcjBDBDcebCEBEiCCc	0.376
7w5y_D		_0_A_0_-_7_B_0_-_3_C_2_C_0_-_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_5_A_23_f_5_B_13_b_2_A_4_A_7_c_1_f_6_B_13_B_5_B_5_B_11_A_19_C_6_B_4_A_12_A	0-13	52-68	ABCCfGFGFFCFHA	ccIfBjAgkciFbAAiinGBfhgjCbEBcDhhgEAAEebceoooAAgdmlBbAfBbAAcfBBBBACBAABbAABAChCDBAejcgAfAffk	0.456
7kra_A		_0_A_7_B_3_C_2_C_0_-_0_-_0_-_4_f_0_-_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_3_H_0_-_2_A	_11_A_6_E_5_D_4_E_2_F_5_G_5_m_5_f_5_f_4_F_3_E_6_E_5_E_6_E_3_E_6_F_6_E_6_E_3_E_8_B_6_A	0-13	12-32	ABCCfGFGFFCFHA	bEDEFbBBCDBCAEDEFGmffFEEEEEFEEEBACCAGGGCCGIHDDCAEEDs	0.450
5fks_A		_0_A_7_B_3_C_2_C_0_-_0_-_4_f_8_G_2_F_0_-_4_G_2_F_10_F_5_C_3_F_3_H_0_-_2_A	_7_C_17_B_7_C_6_C_7_A_26_E_1_b_9_D_6_C_7_A_8_G_4_F_12_D_4_C_13_F_7_E_8_C_7_A	0-13	10-27	ABCCfGFGFFCFHA	DCCDbCcEDDCBCCAEbDCAGFDCFECABBBcCGCeDEDAGIEAFECBCDDCCEEAGGFABCF	0.591
7p1o_A		_0_A_7_B_3_C_2_C_4_f_0_-_8_G_2_F_4_G_0_-_2_F_0_-_0_-_10_F_5_C_3_F_3_H_2_A	_3_A_13_A_9_F_10_A_1_c_15_A_5_D_2_G_2_G_9_B_5_D_5_H_3_A_3_G_5_E_5_F_8_E_11_A	0-13	9-26	ABCCfGFGFFCFHA	cFHGGbCHGAAFAcADGGBDHAGEFEAbIGGd	0.525
4zoy_A		_0_A_7_B_3_C_2_C_4_f_0_-_8_G_0_-_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_0_B_6_E_6_F_8_F_0_b_7_B_6_E_6_E_4_F_8_G_5_E_8_E_4_E_4_F_6_E_5_E	0-13	0-15	ABCCfGFGFFCFHA	BEFFbBEEFGEEEFEEDcDEEbDDEEDEEbEDDbDED	0.566
5ou7_B		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_0_-_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_3_B_4_E_6_E_4_B_3_C_4_b_1_H_2_B_5_E_6_E_5_E_6_E_5_D_3_C_5_G_14_B	0-13	1-16	ABCCfGFGFFCFHA	DBEEBCbHBEEEEDCGB	0.624
7js4_A		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_2_F_4_G_0_-_2_F_10_F_5_C_3_F_3_H_2_A	_4_A_0_b_4_C_16_C_2_C_0_-_3_D_2_E_7_H_0_b_7_F_2_D_10_D_6_F_9_I_6_B	0-13	49-63	ABCCfGFGFFCFHA	AfFFECEEbDABmCDjmbDCChjkccbhjlffbbGGbGECGCAAAcDIIAbCCCDEHbFDDFIBCBDIJBbBADCDEGeGDAEFI	0.701
7c72_A		_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_0_-_3_F_3_H_0_-_2_A	_1_D_3_F_5_F_0_-_10_G_2_J_4_G_2_E_6_D_7_B_18_B_5_E_4_E_4_C_6_A	1-13	15-28	ABCCfGFGFFCFHA	eEGbGCbEGDAGIJbDFFGJGEDBBEECABFEEEFDfEdlDkDfbcffEiEl	0.594
7kx0_A		_0_A_7_B_3_C_2_C_0_-_4_f_8_G_2_F_4_G_2_F_10_F	_6_D_8_B_2_B_2_B_4_J_4_e_4_E_8_E_5_I_4_F_12_H	0-9	1-11	ABCCfGFGFFCFHA	HDBBBJeEEIFH	0.642
8kg3_A		_0_A_7_B_3_C_2_C_4_f_0_-_8_G_2_F_0_-_0_-_0_-_4_G_0_-_2_F_10_F_0_-_5_C_3_F_3_H	_1_A_2_A_3_E_6_D_6_h_5_F_4_H_2_E_5_E_4_E_8_E_2_G_5_G_10_F_5_F_1_b_3_C_5_C_5_E	0-12	12-30	ABCCfGFGFFCFHA	ACBCDdbgFEDCAAEDhFHEEEEGGFFbCCE	0.508
6nmr_L		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_0_-_5_C_3_F_0_-_3_H_0_-_2_A	_0_C_2_C_5_F_0_-_7_E_6_D_3_A_7_E_2_E_9_E_7_B_2_D_7_D_3_e_1_J_4_E_2_A	1-13	0-15	ABCCfGFGFFCFHA	CCFEDAEEEBDDeJEADIeFE	0.533
6zgh_B		_0_A_7_B_0_-_3_C_2_C_4_f_8_G_0_-_2_F_4_G_0_-_0_-_2_F_10_F_5_C_0_-_3_F_3_H_2_A	_1_H_5_E_4_h_7_C_10_C_0_-_25_D_7_b_7_D_11_J_0_b_11_c_9_F_14_B_37_B_12_J_20_E_2_H_10_A	0-13	14-31	ABCCfGFGFFCFHA	CEDAFDENNIHFIFHEhCCDbDJbcFBBJEHABDDCCCAABBDJAdufeAmbjdnndxABJDADBBEAe	0.458
8jb5_A		_0_A_7_B_3_C_0_-_0_-_2_C_4_f_0_-_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_1_B_3_C_3_E_7_F_5_F_5_E_2_e_1_i_9_G_0_-_2_G_4_F_4_F_7_D_3_G_2_I_2_H	0-13	106-121	ABCCfGFGFFCFHA	fkomADkEmsjlBglCClkbAADHqkebckfbAelhEkbDEEcFlFblbEBCAiDDlpqBBGEnBBllbkAAgjAkBBlCCDCBBBBBAbBIjBJCCcCCDDcEFbBCEFFEeiGGFFDGIHHkgAKFIEbDADcbCDCDEEDcCfADDDEADDbDDDEADDADDAAADDADDADDCCDDBBDEBCCDDDDDDDDDEBDDCD	0.557
6i9a_B		_0_A_7_B_3_C_0_-_2_C_4_f_8_G_0_-_0_-_0_-_0_-_2_F_0_-_4_G_2_F_10_F_5_C_3_F_3_H	_2_A_2_B_2_B_0_c_9_E_13_f_5_F_5_h_18_e_7_m_8_f_0_D_15_A_10_E_4_E_2_G_4_E_7_G_6_G	0-12	18-36	ABCCfGFGFFCFHA	cFlFmDAAcDldEibDdDABBcEfFhemfDAEEGEGG	0.469
3i02_C		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_0_-_2_F_0_-_10_F_5_C_0_-_0_-_3_F_3_H_2_A	_4_A_4_A_1_E_6_D_0_-_3_A_7_E_2_E_4_b_1_F_5_A_3_E_6_D_3_e_1_J_5_D_9_I_7_B	0-13	3-19	ABCCfGFGFFCFHA	CDFAAEDAEEbFAEDeJDIBC	0.515
3pe7_A		_0_A_0_-_7_B_3_C_0_-_2_C_4_f_8_G_2_F_4_G_2_F_0_-_0_-_10_F_5_C_3_F_3_H_0_-_2_A	_7_A_14_E_6_E_4_C_12_A_5_E_0_-_3_E_5_E_4_H_5_G_0_b_6_i_3_F_5_F_3_F_2_H_10_D_6_A	0-13	3-20	ABCCfGFGFFCFHA	BCCAEECAEEEHGbiFFFHDAGFEFEEEFAEEd	0.549
7qof_A		_0_A_0_-_7_B_3_C_2_C_0_-_4_f_8_G_2_F_4_G_0_-_2_F_10_F_0_-_0_-_5_C_0_-_3_F_0_-_3_H_0_-_2_A	_11_B_20_D_9_B_7_C_4_B_2_G_9_c_5_D_19_D_2_I_0_b_3_J_2_G_1_o_26_c_6_B_4_j_10_E_2_i_7_B_3_B_5_A	0-13	5-26	ABCCfGFGFFCFHA	ecgCDBDBCBGcDDIbJGocBjEiBBABbbEEDAAKEb	0.353
6ldv_L		_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_0_-_0_-_3_H_0_-_2_A	_0_B_4_C_4_F_4_b_2_E_6_D_3_A_7_E_2_E_4_b_1_G_6_B_3_E_6_D_3_d_2_J_3_E_2_B	1-13	0-17	ABCCfGFGFFCFHA	BCFbEDAEEbGBEDdJEBDIdGG	0.479
4d6v_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_6_E_6_D_4_C_5_D_0_-_8_E_7_E_4_D_4_E_6_E_5_E_3_E_5_E_4_E_5_E	0-13	9-22	ABCCfGFGFFCFHA	GDEEFEEDEEDCDEEDEEEEEEEDEEEG	0.589
8etg_p		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_7_A_7_E_3_E_11_C_5_E_0_-_5_E_3_E_5_E_4_F_4_E_3_D_4_D_5_E_6_E	0-13	9-22	ABCCfGFGFFCFHA	EEDCCEEEFAEECEEEEFEDDEEEEFEE	0.651
7o9q_B		_0_A_7_B_0_-_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_0_-_10_F_5_C_3_F_3_H_2_A	_2_B_2_C_2_F_1_C_2_C_0_-_5_E_5_E_4_C_2_E_7_E_3_C_2_E_9_C_3_C_2_E_14_B	0-13	2-17	ABCCfGFGFFCFHA	CCBCFCCEECEECECCEBCDCBCDCDCDDDDbHH	0.583
7dd9_E		_0_A_7_B_3_C_2_C_0_-_0_-_4_f_8_G_2_F_4_G_2_F_0_-_10_F_5_C_3_F_3_H_2_A	_3_A_3_D_4_E_4_D_2_G_11_J_5_i_4_D_12_D_3_G_6_F_5_F_4_F_5_D_10_D_4_G_17_C	0-13	65-81	ABCCfGFGFFCFHA	ibcbGBAHcEABBFHnlkdEoBijAmBfBcDDhDlAjBcrksBbCDDCCCDEAEdCFJIbHGEEdADEDGJiDDGFFFDDGCBdC	0.563
7ola_B		_0_A_0_-_7_B_3_C_0_-_2_C_4_f_0_-_8_G_0_-_2_F_0_-_0_-_4_G_2_F_0_-_10_F_5_C_3_F_3_H_2_A	_1_A_8_C_3_B_4_B_23_A_2_A_0_g_4_k_9_D_6_j_5_B_2_b_6_c_4_F_4_A_3_f_3_C_7_C_3_E_0_-_4_A	0-13	8-27	ABCCfGFGFFCFHA	fjjBCAjkACBBAAgkDjBbcFAfCCEAeDdbkifcef	0.377
5e2t_L		_0_A_7_B_3_C_2_C_4_f_8_G_0_-_2_F_4_G_0_-_2_F_0_-_10_F_5_C_0_-_3_F_3_H_2_A	_0_A_4_C_5_F_12_E_0_-_6_D_3_A_7_D_3_E_4_b_1_F_6_A_3_D_7_D_3_c_3_J_4_E_2_A	0-13	0-16	ABCCfGFGFFCFHA	ACFEDADEbFADDcJEADIdFF	0.505
7u9p_B		_0_A_0_-_7_B_0_-_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_0_B_17_G_5_B_8_A_5_E_7_C_0_-_5_C_3_B_18_I_2_I_10_F_7_C_4_A_3_H_5_E	0-13	0-14	ABCCfGFGFFCFHA	BGBAECCBIIFCAHE	0.553
8g0o_A		_0_A_7_B_3_C_2_C_0_-_0_-_0_-_0_-_0_-_4_f_0_-_8_G_2_F_0_-_0_-_4_G_2_F_10_F_5_C_0_-_3_F_3_H	_6_B_2_B_3_C_3_C_3_D_4_J_0_c_11_J_5_F_3_g_8_D_3_F_9_F_3_B_2_B_3_G_2_F_7_F_3_D_3_D_3_F_8_E	0-12	37-58	ABCCfGFGFFCFHA	kbnmmajkAbAmkABAiiAAbdmmjBDDDcBbEHGHIBBCCDJcJFgDFFBBGFFDDFE	0.438
2xd4_A		_0_A_7_B_3_C_2_C_4_f_0_-_8_G_2_F_0_-_0_-_4_G_2_F_10_F_5_C_3_F_3_H_0_-_2_A	_3_B_2_B_3_C_4_C_6_f_5_g_6_J_2_G_6_g_4_h_12_H_11_B_8_D_2_B_4_B_3_H_2_l_4_A	0-13	21-38	ABCCfGFGFFCFHA	EjEbAiEdfAciCjDbCgDICBBCCfgJGghHBDBBHlAd	0.563
8p5o_A		_0_A_0_-_7_B_0_-_0_-_3_C_0_-_0_-_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_0_-_3_F_3_H_2_A	_7_B_8_i_4_B_3_c_2_j_3_D_0_f_3_e_6_D_7_i_2_E_8_D_12_B_3_E_12_F_5_A_3_f_0_B_7_J_5_B	0-13	15-34	ABCCfGFGFFCFHA	jDCmDkCfCfBbEDkBiBcjDfeDiEDBEFAfBJB	0.413
7lyv_L		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_0_-_2_F_0_-_10_F_5_C_0_-_3_F_3_H_2_A	_0_C_2_D_4_F_8_D_0_-_6_D_5_E_2_E_4_b_1_F_2_A_3_E_6_D_3_d_2_J_4_E_2_A	0-13	0-15	ABCCfGFGFFCFHA	CDFDDEEbFAEDdJEADIeFE	0.526
6ikm_k		_0_A_7_B_3_C_2_C_4_f_8_G_0_-_2_F_4_G_2_F_10_F_5_C_3_F_0_-_3_H_2_A	_1_B_6_B_10_B_4_E_4_b_1_B_2_B_10_D_9_C_5_E_11_D_6_D_20_E_4_b_1_H_4_C	0-13	7-22	ABCCfGFGFFCFHA	CBGbBBBBBBEbBBDCEDDEbHCE	0.552
4n0y_L		_0_A_7_B_0_-_3_C_2_C_4_f_8_G_2_F_0_-_4_G_2_F_10_F_5_C_0_-_3_F_3_H_2_A	_0_A_3_C_5_E_10_E_6_D_0_-_12_E_2_E_4_b_1_H_4_D_2_D_8_D_3_d_3_J_4_E_2_B	0-13	0-15	ABCCfGFGFFCFHA	ACEEDEEbHDDDdJEBBAHeFF	0.541
2x29_A		_0_A_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_0_-_5_C_3_F	_2_A_22_B_3_F_2_B_0_-_7_G_5_F_4_A_3_F_3_G_2_c_2_B_5_E	0-11	3-14	ABCCfGFGFFCFHA	BDAABFBGFAFGcBE	0.667
6jyx_B		_0_A_7_B_3_C_0_-_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_0_-_3_F_3_H_2_A	_2_A_2_D_2_D_6_A_1_E_11_b_8_E_10_E_18_E_8_D_2_D_3_B_2_B_5_D_2_D_9_C	0-13	2-17	ABCCfGFGFFCFHA	DEADDAEbEEEDDBBDDCCDDDDDDDDBBA	0.553
3kya_A		_0_A_7_B_3_C_2_C_4_f_0_-_0_-_8_G_2_F_4_G_2_F_0_-_10_F_5_C_0_-_3_F_3_H_2_A	_2_B_1_C_3_D_9_D_2_b_1_C_5_A_4_E_28_F_2_I_1_G_5_C_8_D_16_B_5_b_0_F_13_F_5_B	0-13	5-22	ABCCfGFGFFCFHA	EAFbDBCDDbCAEFIGCDBbFFBDDhbEDECAAbGFbDFdDCD	0.528
3mbe_G		_7_B_3_C_2_C_4_f_8_G_0_-_2_F_4_G_2_F_10_F_0_-_5_C_3_F_3_H_2_A	_0_C_2_D_4_F_0_-_6_E_9_B_2_D_2_E_4_E_8_G_7_B_4_D_8_E_7_E_15_B	1-13	0-13	ABCCfGFGFFCFHA	CDFEBDEEGBDEEBE	0.591
2jll_A		_0_A_7_B_0_-_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F_3_H_2_A	_1_C_3_E_2_A_8_D_4_D_0_-_8_H_2_J_7_G_4_E_9_I_6_C_6_C_7_I_10_C	0-13	12-25	ABCCfGFGFFCFHA	CCHEBDFbGLCDCEADDHJGEICCICEEFACIAE	0.621
6wxl_E		_7_B_3_C_2_C_4_f_8_G_2_F_4_G_2_F_10_F_5_C_3_F	_0_B_2_C_5_E_0_-_13_E_5_D_13_E_2_E_8_F_8_A_4_D	1-11	0-9	ABCCfGFGFFCFHA	BCEEDEEFAD	0.658
2ztg_A		_0_A_7_B_0_-_3_C_0_-_2_C_0_-_4_f_0_-_8_G_0_-_0_-_2_F_4_G_2_F_0_-_10_F_5_C_3_F	_4_B_8_B_33_g_4_A_19_d_15_A_4_A_1_e_9_A_2_E_7_l_3_b_1_H_2_I_2_F_2_B_5_B_2_C_3_F	0-11	2-20	ABCCfGFGFFCFHA	dcBBgAdAAeAElbHIFBBCFhdhkkqfhdctjifAICADDDDEelBDfeDgcCCcHF	0.426
7qpt_B		_0_A_0_-_7_B_3_C_2_C_4_f_8_G_0_-_2_F_4_G_2_F_0_-_10_F_5_C_0_-_3_F_3_H	_4_B_6_C_3_B_7_C_6_C_7_c_1_H_6_b_4_G_2_G_2_D_2_C_14_G_2_C_2_D_6_F_7_I	0-12	2-18	ABCCfGFGFFCFHA	bFBCBCCcHbGGDCGCDFIjECCCCEHFABbBCHEeD	0.618
